painted by Antoni Tapies
painted by Edwin Austin Abbey
painted by Gertrude Abercrombie
painted by Andreas Achenbach
painted by Norman Ackroyd
painted by Etel Adnan
painted by Affandi
painted by Leonid Afremov
painted by Jacques-Laurent Agasse
painted by Ivan Aivazovsky
painted by Ivan Albright
painted by Alex Alemany
painted by Nick Alm
painted by Lawrence Alma-Tadema
painted by Cuno Amiet
painted by Anna Ancher
painted by Charles Angrand
painted by Mary Jane Ansell
painted by Giuseppe Arcimboldo
painted by Mordecai Ardon
painted by Alois Arnegger
painted by Ben Aronson
painted by Agostino Arrivabene
painted by Andrew Atroshenko
painted by Frank Auerbach
painted by George Ault
painted by Alexandr Averin
painted by Francis Bacon
painted by Alice Bailly
painted by Qi Baishi
painted by Karol Bak
painted by Leon Bakst
painted by Hans Baldung
painted by Fu Baoshi
painted by Will Barnet
painted by Wilhelmina Barns-Graham
painted by Bo Bartlett
painted by Georg Baselitz
painted by Jean-Michel Basquiat
painted by Willi Baumeister
painted by Alan Bean
painted by Zdzislaw Beksinski
painted by Vanessa Bell
painted by Giovanni Bellini
painted by George Bellows
painted by Albert Benois
painted by Alexandre Benois
painted by Ambrosius Benson
painted by Emile Bernard
painted by Albert Bierstadt
painted by George Birrell
painted by Charles Blackman
painted by Ralph Blakelock
painted by Antoine Blanchard
painted by Anna Bocek
painted by Arnold Bocklin
painted by Lee Bogle
painted by Chesley Bonestell
painted by Hieronymus Bosch
painted by Ambrosius Bosschaert
painted by Francois Boucher
painted by Annick Bouvattier
painted by Arthur Boyd
painted by Mark Bradford
painted by Georges Braque
painted by Bill Brauer
painted by Mark Briscoe
painted by Bronzino
painted by Troy Brooks
painted by Romaine Brooks
painted by Cecily Brown
painted by Quint Buchholz
painted by Bernard Buffet
painted by Gary Bunt
painted by Charles E. Burchfield
painted by David Burliuk
painted by Edward Burne-Jones
painted by Alberto Burri
painted by Gaston Bussiere
painted by Saturno Butto
painted by Bob Byerley
painted by Alexandre Cabanel
painted by Paul Cadmus
painted by Alexandre Calame
painted by Canaletto
painted by Caravaggio
painted by Leonora Carrington
painted by Carl Gustav Carus
painted by Ramon Casas
painted by Felice Casorati
painted by A. J. Casson
painted by Agnes Cecile
painted by Vija Celmins
painted by Paul Cezanne
painted by Paul Chabas
painted by Marc Chagall
painted by Billy Childish
painted by Ivan Fedorovich Choultse
painted by Frederic Edwin Church
painted by Alson Skinner Clark
painted by Jose Clemente Orozco
painted by Alex Colville
painted by Yvonne Coomber
painted by Paul Corfield
painted by Camille Corot
painted by Brent Cotton
painted by Craola
painted by Carlo Crivelli
painted by Victoria Crowe
painted by Leonardo Da Vinci
painted by Salvador Dali
painted by Mike Dargas
painted by Ian Davenport
painted by Jacques-Louis David
painted by Raoul De Keyser
painted by Edgar Degas
painted by Beauford Delaney
painted by Robert Delaunay
painted by Mark Demsteader
painted by Maurice Denis
painted by Andre Derain
painted by Vincent Desiderio
painted by Anne Dewailly
painted by Otto Dix
painted by Peter Doig
painted by Ray Donley
painted by Arthur Dove
painted by Raoul Dufy
painted by Marlene Dumas
painted by Robert Seldon Duncanson
painted by William Dyce
painted by Tracey Emin
painted by Max Ernst
painted by William Etty
painted by Mary Fedden
painted by Lin Fengmian
painted by Roberto Ferri
painted by Leonor Fini
painted by Callie Fink
